,Author Name,Company Name,Crypto,Favorite Count,Message ID,Processed Text,Published At,Retweet Count,Text
10,CoinMarketNews,CRPT,,7,1168848651688534016,Today's top cryptocurrency gainers:  $RDD (20.50%) up $XMX (15.60%) up $VSYS (13.85%) up $KMD (13.19%) up $CRPT (…,2019-09-03 11:30:09,0,"Today's top cryptocurrency gainers: 
 
$RDD (20.50%) up
$XMX (15.60%) up
$VSYS (13.85%) up
$KMD (13.19%) up
$CRPT (… https://t.co/LvVBJoVtKd"
11,CoinMarketNews,CRPT,,1,1168667447504908292,Today's top cryptocurrency gainers:  $DRG (20.34%) up $XMX (18.63%) up $FTM (14.87%) up $GRIN (14.21%) up $BEAM (…,2019-09-02 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$DRG (20.34%) up
$XMX (18.63%) up
$FTM (14.87%) up
$GRIN (14.21%) up
$BEAM (… https://t.co/pLbgkrD82T"
13,Joe Gambiste,CRPT,,0,1168307961980231680,   Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (12.08…,2019-09-01 23:41:38,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (12.08…"
14,CoinMarketNews,CRPT,,1,1168305057684754432,Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (1…,2019-09-01 23:30:06,1,"Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (1… https://t.co/Ahq2vLvOhG"
0,cryptonian,NEXO,,2,1169880110209519616,Good to know   🤑🤑🤑                 currency  currencies…,2019-09-06 07:48:48,0,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5"
1,webnow,NEXO,,0,1169878788026429440,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…,2019-09-06 07:43:33,0,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn
2,CryptoManiac_333,NEXO,,0,1169772427037032449,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…,2019-09-06 00:40:54,0,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf
3,Macalonzo@MHA67,NEXO,,0,1169562601203916801,   IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 10:47:08,1,"RT @stephenchip: IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
4,Berminal: Crypto News,NEXO,,0,1169488370713550848,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit  …,2019-09-05 05:52:10,0,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit https://t.co/6ZhDfFzSr6… https://t.co/Y5NdJkf5IV
5,Chip – XRP Minute | OTC,NEXO,,3,1169406362801102848,IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 00:26:18,1,"IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
6,tareqalhamadeen,NEXO,,0,1169336200857100292,   The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-        ,2019-09-04 19:47:30,1,"RT @Albu_Studio: The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio #cryptocurrenc…"
7,Albu Studio,NEXO,,1,1169315854393192448,The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-      ,2019-09-04 18:26:39,1,"The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio… https://t.co/mL4H6ODsZk"
8,Coinhooked,NEXO,,0,1169200821877321729,   View listing details now on: NEXO listed on Coinexchange       currency $N…,2019-09-04 10:49:33,2,"RT @coins_flare: View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $N…"
10,CoinsFlare,NEXO,,22,1169106187868102657,View listing details now on: NEXO listed on Coinexchange       currency $NEXO,2019-09-04 04:33:30,2,"View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $NEXO"
11,Blockmanity,NEXO,,0,1169097948291948547,     and   evolving    - a big ace for   player   in the   -   ,2019-09-04 04:00:46,2,RT @Michael4811: #Banking and #payments. evolving  #paymentsystems - a big ace for #global player #Mastercard in the #crypto -  #creditcard…
12,mark davison,NEXO,,1,1168954502130688007,Will bcnex list nexo?   $BCNX              ,2019-09-03 18:30:46,0,Will bcnex list nexo? #Bcnex $BCNX #Cryptocurrency #Exchange #ICO #ETH #VotingCoin https://t.co/v2SP0I0j5f @Nghiemtructung
13,Topicktea,NEXO,,0,1168864898614362112,"   Dwonload,join and singup ...                        ",2019-09-03 12:34:42,1,"RT @topicktea: Dwonload,join and singup ...
#staywithtopick @Curis_Wang
#cryptocurrency #moneycrypto #BTC #USDT #XRP #LTC #BTR #ETH #ETC #c…"
0,Coinhooked,DROP,,0,1169882626414395393,   currency  ,2019-09-06 07:58:48,0,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ"
1,Coinnounce - Blockchain Entrepreneur Stories,DROP,,0,1169879478887018497,Massive drop in trading volume on major crypto exchanges      ,2019-09-06 07:46:17,0,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs"
2,Cryptodot,DROP,,0,1169868457854111746,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency,2019-09-06 07:02:30,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency
3,🔗bitsmart.io,DROP,,0,1169845223481982976,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        ,2019-09-06 05:30:10,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4
4,Dopeless Not Hopeless,DROP,,0,1169819081593085952, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…,2019-09-06 03:46:17,0,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou"
0,Coinhooked,DROP,,0,1169882626414395393,   currency  ,2019-09-06 07:58:48,0,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ"
1,Coinnounce - Blockchain Entrepreneur Stories,DROP,,0,1169879478887018497,Massive drop in trading volume on major crypto exchanges      ,2019-09-06 07:46:17,0,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs"
2,Cryptodot,DROP,,0,1169868457854111746,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency,2019-09-06 07:02:30,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency
3,🔗bitsmart.io,DROP,,0,1169845223481982976,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        ,2019-09-06 05:30:10,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4
4,Dopeless Not Hopeless,DROP,,0,1169819081593085952, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…,2019-09-06 03:46:17,0,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou"
0,Arb Cruncher,CHSB,,0,1167950535074312192,   Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-09-01 00:01:21,2,RT @amruthasuri: Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
2,SB,CHSB,,0,1167949452448940032,Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-08-31 23:57:03,2,Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
3,Arb Cruncher,CHSB,,0,1167927899283804161,   Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-08-31 22:31:24,3,RT @arbiswap: Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
5,Caulon,CHSB,,0,1167924633233838087,Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-08-31 22:18:26,3,Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
6,Startup Feeds,CHSB,,0,1167480724699508736,"   ""What you are what you do"" Thanks               ",2019-08-30 16:54:30,1,"RT @jmestrella92: ""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech #Wealt…"
7,J.M.Estrella92,CHSB,,0,1167480702344060929,"""What you are what you do"" Thanks             ",2019-08-30 16:54:24,1,"""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech… https://t.co/bVHIcLnDVY"
8,Oliver,CHSB,,0,1167415970366967808,                      ,2019-08-30 12:37:11,0,"#Giveaway 
#Shareyourwealth
#chsb
#cryptocurrency 
#CryptoNews 
#btc
#eth

#keepitgoing @pulte @swissborg @SwissborgJ"
9,Hemant Parakh,CHSB,,0,1166752166775685120,   📣 NEW   - ⭐⭐⭐⭐⭐  5/5 stars  [Reminder]   (1750 $CHSB) (estimated value: 💰 $14)  Click here: 👉  https:/…,2019-08-28 16:39:28,2,"RT @airdropking_io: 📣 NEW #AIRDROP - ⭐⭐⭐⭐⭐  5/5 stars

[Reminder] 
#Swissborg (1750 $CHSB) (estimated value: 💰 $14)

Click here: 👉  https:/…"
10,99airdrops,CHSB,,0,1166708663186329600,  airdrop with a score ⭐ 10 is live now!  The airdrop will be live until 28th of September. Grab  your 💰 1…,2019-08-28 13:46:36,0,"@swissborg airdrop with a score ⭐ 10 is live now!

The airdrop will be live until 28th of September. Grab  your 💰 1… https://t.co/2HTgYW7dNc"
0,Trading Newz #Crypto #Blockchain #Technology,MCO,,0,1169886273877626880,   Always great to see a new     Card recipient post their card arrival &amp; share their crypto action.  Thanks Chris 👍…,2019-09-06 08:13:17,1,"RT @ethadvocate: Always great to see a new #MCO #VISA Card recipient post their card arrival &amp; share their crypto action.

Thanks Chris 👍…"
1,CryptoAdvocate 🇦🇺,MCO,,1,1169885979613614080,Always great to see a new     Card recipient post their card arrival &amp; share their crypto action.  Thanks Ch…,2019-09-06 08:12:07,1,"Always great to see a new #MCO #VISA Card recipient post their card arrival &amp; share their crypto action.

Thanks Ch… https://t.co/Efvh70xlX4"
2,Paulo Santoshi,MCO,,0,1169882783474311170,   Welcome to   with   as the latest token added to the   card/wallet/app platform 💥  Great to have y…,2019-09-06 07:59:25,1,"RT @ethadvocate: Welcome to @golemproject with #GNT as the latest token added to the @cryptocom card/wallet/app platform 💥

Great to have y…"
3,CryptoAdvocate 🇦🇺,MCO,,0,1169879420485562373,  -   welcomes   with their   token to the   card/wallet/app platform…,2019-09-06 07:46:03,0,@Cointelegraph - @cryptocom welcomes @golemproject with their #GNT token to the @cryptocom card/wallet/app platform… https://t.co/9Fnh1LiUra
4,CryptoAdvocate 🇦🇺,MCO,,1,1169879141153329160,Welcome to   with   as the latest token added to the   card/wallet/app platform 💥  Great to…,2019-09-06 07:44:57,1,"Welcome to @golemproject with #GNT as the latest token added to the @cryptocom card/wallet/app platform 💥

Great to… https://t.co/tAlmJCQGDc"
0,Arb Cruncher,EDO,,0,1169033921985732609,   Arbiswap BTC-EDO Arbitrage Deal Alert!    ,2019-09-03 23:46:21,2,RT @arbiswap: Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K
2,Caulon,EDO,,1,1169032161128779776,Arbiswap BTC-EDO Arbitrage Deal Alert!    ,2019-09-03 23:39:21,2,Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K
3,Krypto_Boss,EDO,,0,1168622880541814785,"Binance   Stoploss Loss: 4.9383%   ,   ,   ,   ,   ,  ",2019-09-02 20:33:01,0,"Binance
#EDO/BTC Stoploss 
Loss: 4.9383% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals"
4,Krypto_Boss,EDO,,1,1168536600495775744,"Binance   All entry targets achieved Average Buy Price: 0.0000324   ,   ,   ,…",2019-09-02 14:50:10,0,"Binance
#EDO/BTC All entry targets achieved
Average Buy Price: 0.0000324 #Binance , #BTC , #Bitcoin ,… https://t.co/H1btv3WuhA"
5,Krypto_Boss,EDO,,1,1168536596301385730,Buy    Buy Under: 0.00003240  Target 1: 0.00003402 Target 2: 0.00003564 Target 3: 0.00003726  St…,2019-09-02 14:50:09,0,"Buy #EDO/BTC 
 
 Buy Under: 0.00003240 

 Target 1: 0.00003402 
 Target 2: 0.00003564 
 Target 3: 0.00003726 
 
 St… https://t.co/pPHp93DvNK"
6,Krypto_Boss,EDO,,1,1168536592740433920,"BINANCE   LONG SL 4.8%   ,   ,   ,   ,   ,  ",2019-09-02 14:50:08,0,"BINANCE
#BTC_EDO 
LONG
SL 4.8% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals"
7,ProjectX - XtradeBOT,EDO,,0,1167533245854101504,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-08-30 19:08:38 ⌛Sell Date : 2019-08-30 22:23:03 📈Buy : 0.0…,2019-08-30 20:23:12,0,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-08-30 19:08:38
⌛Sell Date : 2019-08-30 22:23:03
📈Buy : 0.0… https://t.co/oaBOZKpUww"
8,Inputspike,EDO,,1,1166777493048692736,"ETH/EDO (Binance) gained 7.56% in the last 20 min. 0.43747276USD, 0.00004294Ƀ $EDO    ",2019-08-28 18:20:06,0,"ETH/EDO (Binance) gained 7.56% in the last 20 min. 0.43747276USD, 0.00004294Ƀ $EDO #Eidoo #cryptocurrency https://t.co/tHSSeSa9e3"
9,bustops.ng,EDO,,0,1166655432229888003,   OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video)        ,2019-08-28 10:15:05,1,RT @chukslyonews_: OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video) https://t.co/N9r5OZeryn @Gidi_Traffic @bustopsng @…
10,CHUKS LYON EMPIRE,EDO,,1,1166646636707287040,OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video)    ,2019-08-28 09:40:08,1,OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video) https://t.co/N9r5OZeryn @Gidi_Traffic… https://t.co/UQWZdoatKi
11,ProjectX - XtradeBOT,EDO,,0,1166492997900525568,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-08-27 00:20:46 ⌛Sell Date : 2019-08-28 01:29:30 📈Buy : 0.0…,2019-08-27 23:29:37,0,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-08-27 00:20:46
⌛Sell Date : 2019-08-28 01:29:30
📈Buy : 0.0… https://t.co/eCJlSL5bNk"
0,CoinMarketNews,CRPT,,4,1169754609998540800,Today's top cryptocurrency gainers:  $DIVI (17.52%) up $XMX (14.29%) up $KNC (13.15%) up $CRPT (11.71%) up $FCT (…,2019-09-05 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$DIVI (17.52%) up
$XMX (14.29%) up
$KNC (13.15%) up
$CRPT (11.71%) up
$FCT (… https://t.co/J1Rq4znVkr"
1,Joe Gambiste,CRPT,,0,1169575356342394880,   Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up $STEEM (7…,2019-09-05 11:37:49,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up
$STEEM (7…"
2,CoinMarketNews,CRPT,,2,1169573420570423296,Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up…,2019-09-05 11:30:07,1,"Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up… https://t.co/NyOiUwGXOy"
3,ICOLOG,CRPT,,0,1169567251202215938,A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency... PRC: $0.343000 (-0.90%) • ROI: -437.32% • H…,2019-09-05 11:05:36,0,"A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency...
PRC: $0.343000 (-0.90%) • ROI: -437.32% • H… https://t.co/QHbK4Ak6Vx"
4,CoinMarketNews,CRPT,,0,1169392222669803521,Today's top cryptocurrency gainers:  $CRPT (11.71%) up $LINA (10.23%) up $MANA (10.14%) up $ENJ (7.65%) up $TTC (…,2019-09-04 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$CRPT (11.71%) up
$LINA (10.23%) up
$MANA (10.14%) up
$ENJ (7.65%) up
$TTC (… https://t.co/0UL4sp9QA5"
5,Joseph,CRPT,,0,1169335708781334528,Airdrop... Cryptocurrency! GET YOURS!,2019-09-04 19:45:32,0,Airdrop... Cryptocurrency! GET YOURS! https://t.co/wsw6kAPEFQ
6,CoinMarketNews,CRPT,,9,1169211028393082880,Today's top cryptocurrency gainers:  $RET (18.28%) up $VALOR (12.36%) up $XMX (11.98%) up $CRPT (11.71%) up $LINA…,2019-09-04 11:30:06,0,"Today's top cryptocurrency gainers: 
 
$RET (18.28%) up
$VALOR (12.36%) up
$XMX (11.98%) up
$CRPT (11.71%) up
$LINA… https://t.co/SjoSuvPdcS"
7,CoinMarketNews,CRPT,,0,1169029838365237249,Today's top cryptocurrency gainers:  $XMX (15.95%) up $CRPT (14.75%) up $VSYS (12.48%) up $CRPT (11.71%) up $MAID…,2019-09-03 23:30:07,0,"Today's top cryptocurrency gainers: 
 
$XMX (15.95%) up
$CRPT (14.75%) up
$VSYS (12.48%) up
$CRPT (11.71%) up
$MAID… https://t.co/AbaQhFn0hd"
8,ICOLOG,CRPT,,0,1168993465994240002,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto…",2019-09-03 21:05:35,0,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto… https://t.co/cL9CZDBXWw"
10,CoinMarketNews,CRPT,,7,1168848651688534016,Today's top cryptocurrency gainers:  $RDD (20.50%) up $XMX (15.60%) up $VSYS (13.85%) up $KMD (13.19%) up $CRPT (…,2019-09-03 11:30:09,0,"Today's top cryptocurrency gainers: 
 
$RDD (20.50%) up
$XMX (15.60%) up
$VSYS (13.85%) up
$KMD (13.19%) up
$CRPT (… https://t.co/LvVBJoVtKd"
11,CoinMarketNews,CRPT,,1,1168667447504908292,Today's top cryptocurrency gainers:  $DRG (20.34%) up $XMX (18.63%) up $FTM (14.87%) up $GRIN (14.21%) up $BEAM (…,2019-09-02 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$DRG (20.34%) up
$XMX (18.63%) up
$FTM (14.87%) up
$GRIN (14.21%) up
$BEAM (… https://t.co/pLbgkrD82T"
13,Joe Gambiste,CRPT,,0,1168307961980231680,   Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (12.08…,2019-09-01 23:41:38,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (12.08…"
14,CoinMarketNews,CRPT,,1,1168305057684754432,Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (1…,2019-09-01 23:30:06,1,"Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (1… https://t.co/Ahq2vLvOhG"
0,cryptonian,NEXO,,2,1169880110209519616,Good to know   🤑🤑🤑                 currency  currencies…,2019-09-06 07:48:48,0,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5"
1,webnow,NEXO,,0,1169878788026429440,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…,2019-09-06 07:43:33,0,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn
2,CryptoManiac_333,NEXO,,0,1169772427037032449,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…,2019-09-06 00:40:54,0,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf
3,Macalonzo@MHA67,NEXO,,0,1169562601203916801,   IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 10:47:08,1,"RT @stephenchip: IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
4,Berminal: Crypto News,NEXO,,0,1169488370713550848,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit  …,2019-09-05 05:52:10,0,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit https://t.co/6ZhDfFzSr6… https://t.co/Y5NdJkf5IV
5,Chip – XRP Minute | OTC,NEXO,,3,1169406362801102848,IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 00:26:18,1,"IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
6,tareqalhamadeen,NEXO,,0,1169336200857100292,   The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-        ,2019-09-04 19:47:30,1,"RT @Albu_Studio: The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio #cryptocurrenc…"
7,Albu Studio,NEXO,,1,1169315854393192448,The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-      ,2019-09-04 18:26:39,1,"The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio… https://t.co/mL4H6ODsZk"
8,Coinhooked,NEXO,,0,1169200821877321729,   View listing details now on: NEXO listed on Coinexchange       currency $N…,2019-09-04 10:49:33,2,"RT @coins_flare: View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $N…"
10,CoinsFlare,NEXO,,22,1169106187868102657,View listing details now on: NEXO listed on Coinexchange       currency $NEXO,2019-09-04 04:33:30,2,"View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $NEXO"
11,Blockmanity,NEXO,,0,1169097948291948547,     and   evolving    - a big ace for   player   in the   -   ,2019-09-04 04:00:46,2,RT @Michael4811: #Banking and #payments. evolving  #paymentsystems - a big ace for #global player #Mastercard in the #crypto -  #creditcard…
12,mark davison,NEXO,,1,1168954502130688007,Will bcnex list nexo?   $BCNX              ,2019-09-03 18:30:46,0,Will bcnex list nexo? #Bcnex $BCNX #Cryptocurrency #Exchange #ICO #ETH #VotingCoin https://t.co/v2SP0I0j5f @Nghiemtructung
13,Topicktea,NEXO,,0,1168864898614362112,"   Dwonload,join and singup ...                        ",2019-09-03 12:34:42,1,"RT @topicktea: Dwonload,join and singup ...
#staywithtopick @Curis_Wang
#cryptocurrency #moneycrypto #BTC #USDT #XRP #LTC #BTR #ETH #ETC #c…"
0,Coinhooked,DROP,,0,1169882626414395393,   currency  ,2019-09-06 07:58:48,0,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ"
1,Coinnounce - Blockchain Entrepreneur Stories,DROP,,0,1169879478887018497,Massive drop in trading volume on major crypto exchanges      ,2019-09-06 07:46:17,0,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs"
2,Cryptodot,DROP,,0,1169868457854111746,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency,2019-09-06 07:02:30,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency
3,🔗bitsmart.io,DROP,,0,1169845223481982976,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        ,2019-09-06 05:30:10,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4
4,Dopeless Not Hopeless,DROP,,0,1169819081593085952, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…,2019-09-06 03:46:17,0,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou"
0,スイスバーグ,CHSB,,0,1169771357841739776,   色んな意味で話題ｗのスイスボーグの社長が日本向けの説明会やっていますねーｗｗ 色々文句を言いたい人が多いと思うので、よかったらどうぞ！！ $CHSB    ,2019-09-06 00:36:39,1,"RT @klortu868o: https://t.co/UVhiLrNgMb
色んな意味で話題ｗのスイスボーグの社長が日本向けの説明会やっていますねーｗｗ
色々文句を言いたい人が多いと思うので、よかったらどうぞ！！
$CHSB #仮想通貨 #ICO"
1,Schrute Buck,CHSB,,0,1169741626136236036,What do you guys think will happen to $CHZ   when it starts trading on Binance?  $INS $BTC $DAG $MATIC $WAN…,2019-09-05 22:38:31,0,What do you guys think will happen to $CHZ @Chiliz when it starts trading on Binance?  $INS $BTC $DAG $MATIC $WAN… https://t.co/2OCWDMo5ve
2,Crypto squawk,CHSB,,1,1169737922603573248,Since 6 pm Chiliz $CHZ has increased by 14.85% (chart L) and SwissBorg $CHSB by 16.49% (chart R). Crypto markets en…,2019-09-05 22:23:48,0,Since 6 pm Chiliz $CHZ has increased by 14.85% (chart L) and SwissBorg $CHSB by 16.49% (chart R). Crypto markets en… https://t.co/4Unu5giEv6
3,Bablu,CHSB,,0,1169723051895771136,"   🔍 New   Swissborg  💲 Total reward: Up to 1750 CHSB[~$15]+ 3k points per referral+$500k worth of BTC (for 20,000 use…",2019-09-05 21:24:42,55,"RT @AirdropDet: 🔍 New #Airdrop: Swissborg

💲 Total reward: Up to 1750 CHSB[~$15]+ 3k points per referral+$500k worth of BTC (for 20,000 use…"
